step_time_a_mag_right_leg,step_vel_a_mag_right_leg,step_dis_a_mag_right_leg,step_min_a_mag_right_leg,step_max_a_mag_right_leg,step_mean_a_mag_right_leg,step_var_a_mag_right_leg,step_std_a_mag_right_leg,step_skew_a_mag_right_leg,step_time_a_mag_right_leg,step_vel_a_mag_right_leg,step_dis_a_mag_right_leg,step_min_a_mag_right_leg,step_max_a_mag_right_leg,step_mean_a_mag_right_leg,step_var_a_mag_right_leg,step_std_a_mag_right_leg,step_skew_a_mag_right_leg,dtw_distance_a_mag_asymm,has_injury
1.206,9.208623723419771,11.105600210444244,0.00828193295283354,1.4415371500764682,0.713422907864406,0.2390675392329634,0.48894533358338066,-0.11535985943468487,1.306,7.956351670704057,10.3909952819395,-0.11614098224497475,1.4514101324761832,0.5617376066399123,0.2583886248111107,0.5083194121918921,0.2058027528073635,2.9367463174776707,0.0
1.285,9.357740130686187,12.02469606793175,-0.1346515730403829,1.3609859514320848,0.6585586853876757,0.29485307722473253,0.5430037543376036,-0.4141551330584546,1.306,9.787363055973596,12.782296151101518,-0.08537310663291675,1.5616271686365455,0.6922775965777934,0.2986559171898111,0.5464942059983904,-0.05819443471959819,2.995056571650633,1.0
1.2,9.96119444266424,11.953433331197088,-0.0417520976291975,1.5679660270966187,0.7640894926321475,0.33739445491854086,0.5808566560852522,-0.19202855974921598,1.121,9.300711947331655,10.426098092958785,0.02064083301525837,1.4780286064996282,0.7731211771794961,0.2107165237917937,0.45903869530987657,-0.3220763059161781,2.726060978539723,0.0
1.207,9.322317076331794,11.252036711132476,-0.08700773214139658,1.5244939167383782,0.7116284748220564,0.2817518330384076,0.5308030077518473,-0.2838564672418497,1.306,8.92282168272691,11.653205117641345,-0.03715511452618312,1.5493020816828502,0.6339712926590718,0.2717763928350373,0.5213217747562797,0.2247157438829679,3.0955282773221704,1.0
1.206,6.9828458936820414,8.421312147780542,-0.04283942948402921,0.9924920374101824,0.5351531832171582,0.15081633030596414,0.3883507825484122,-0.4247183300336639,1.329,8.622556365989439,11.459377410399965,-0.10496999920513972,1.5236193431792375,0.6087125350021202,0.26648598718720673,0.516222807697613,0.18179561301660166,5.719948443631152,1.0
1.407,9.345095675637019,13.148549615621286,-0.11428875830125698,1.587331155331535,0.6183032222334763,0.27966507770706567,0.5288336956993811,0.45965049726330376,1.307,8.660340862436446,11.319065507204433,-0.12365029596947776,1.3039979333715206,0.608764927013288,0.2387062361279562,0.48857572200013805,-0.2862404720393601,4.067255782113402,0.0
1.306,8.377590754137326,10.941133524903348,-0.0009722357021763008,1.225614133590758,0.5998003382551449,0.17656644877649785,0.4201981065836659,-0.22121161936550143,1.105,10.171801630172789,11.239840801340932,-0.030552610728817306,1.804014554194692,0.8429255862480384,0.36516821418060846,0.6042914976901532,0.04243144410940038,6.5251227682685915,1.0
1.106,9.384826584598553,10.379618202566,-0.034100958958882634,1.6238991909263316,0.7795075637393271,0.37884948221649234,0.615507499724002,-0.11525781464653405,1.307,7.537326277610275,9.851285444836629,-0.053515093095419006,1.2988088227422208,0.5352685670203517,0.23106396593209458,0.48069113361086097,0.19006634588699972,3.6294703128041776,1.0
1.004,10.016328703260925,10.056394018073968,0.10047856100132632,1.7193827102639565,0.9253950401094148,0.2787048905132179,0.527925080397984,-0.06401561903517645,1.005,8.649450395445362,8.692697647422587,-0.11018711776930604,1.7032502542246386,0.7775976323360431,0.4058491388559933,0.6370629002351285,0.11446138035545733,2.324780129751279,0.0
1.002,9.802885549311519,9.822491320410142,-0.05470532655714303,1.6941057894814342,0.8900128573462851,0.33313784383383194,0.5771809454874892,-0.4043144464228773,1.004,8.1795468233012,8.212265010594404,0.011681343349849715,1.4488855023126612,0.7444206081949353,0.2393777006915848,0.4892624047396088,-0.3675639490755867,2.7878863819194963,1.0
1.005,9.149839425234381,9.195588622360551,0.1782886695748777,1.3494865555280384,0.8480736205721193,0.1955817271715131,0.4422462291207389,-0.5880859650109377,1.006,8.341595374970419,8.391644947220241,-0.007238906577632291,1.3628482535956714,0.7640544495608711,0.21502951925848243,0.4637127551173058,-0.5184815335929756,3.5184149807460137,0.0
0.905,11.639707374373526,10.533935173808041,0.4457845770391554,1.7903264339283371,1.2038417830588874,0.33125206585820516,0.5755450163611924,-0.4089246693853021,1.104,10.142833170256708,11.197687819963406,0.04806612450019381,1.5963144153133546,0.8552205190119907,0.2866520384498443,0.5353989526043587,-0.1411350076453484,6.628338460660713,1.0
1.106,7.741307547459946,8.5618861474907,-0.11667261215306347,1.2419402000547168,0.6345423685967505,0.22490799835894465,0.474244660864985,-0.4957904640400288,1.407,8.546505520256616,12.024933267001058,-0.0559890991449044,1.58667656835219,0.5696200955629428,0.2690899340795668,0.5187387917628359,0.6330436750549946,4.004490125027578,1.0
0.982,9.491600102049771,9.320751300212875,0.00014437115716908755,1.4472890758257184,0.8617907833804462,0.29879253706585684,0.5466191883440032,-0.6854996094959577,1.007,8.099957577024693,8.156657280063865,-0.015365343532379843,1.3043900361946237,0.7385521571241541,0.23175142795896103,0.48140567919267535,-0.5543746394796665,2.7229413999465946,0.0
1.202,8.691480522320669,10.447159587829443,-0.03831967983083202,1.261455176195727,0.6655497986085531,0.23187856313975763,0.48153770687222164,-0.3632732949168303,1.321,9.27465547161973,12.251819878009663,-0.09765925221965052,1.5350267962474784,0.6552653354162932,0.30589405816773546,0.553076900772158,0.003096670701147648,2.816345780471018,0.0
1.106,8.943415021616545,9.8914170139079,0.06570224053734366,1.3410766081188044,0.7521280106123948,0.21039124666373468,0.4586842559579898,-0.48963739887208746,1.325,8.76465984159787,11.613174290117177,-0.08679870412113551,1.3548870842007774,0.6204646609608486,0.23854954681327392,0.48841534252444807,-0.22366498893559214,5.265637084791639,1.0
